"PRN","datetime","Vtec_tecsuite","Vtec_TECGPS","r_t"
6,2025-06-09 03:49:45.0336,-88.65,17.25,-105.9
6,2025-06-09 03:49:59.9808,-88.659,17.26,-105.919
6,2025-06-09 03:50:15.0144,-88.667,17.27,-105.937
6,2025-06-09 03:50:29.961599,-88.68,17.29,-105.97
6,2025-06-09 03:50:44.9952,-88.69,17.3,-105.99
6,2025-06-09 03:51:00.0288,-88.721,17.32,-106.041
6,2025-06-09 03:51:14.976,-88.724,17.34,-106.064
6,2025-06-09 03:51:30.0096,-88.772,17.34,-106.112
6,2025-06-09 03:51:44.9568,-88.769,17.37,-106.139
6,2025-06-09 03:51:59.9904,-88.773,17.38,-106.153
6,2025-06-09 03:52:15.024,-88.8,17.4,-106.2
6,2025-06-09 03:52:29.9712,-88.755,17.42,-106.175
6,2025-06-09 03:52:45.0048,-88.792,17.43,-106.222
6,2025-06-09 03:53:00.0384,-88.808,17.44,-106.248
6,2025-06-09 03:53:14.9856,-88.833,17.47,-106.303
6,2025-06-09 03:53:30.019199,-88.829,17.47,-106.299
6,2025-06-09 03:53:44.9664,-88.848,17.49,-106.338
6,2025-06-09 03:54:00,-88.876,17.51,-106.386
6,2025-06-09 03:54:15.0336,-88.86,17.5,-106.36
6,2025-06-09 03:54:29.9808,-88.881,17.54,-106.421
6,2025-06-09 03:54:45.0144,-88.873,17.55,-106.423
6,2025-06-09 03:54:59.9616,-88.883,17.56,-106.443
6,2025-06-09 03:55:14.9952,-88.912,17.57,-106.482
6,2025-06-09 03:55:30.0288,-88.919,17.6,-106.519
6,2025-06-09 03:55:44.976,-88.957,17.61,-106.567
6,2025-06-09 03:56:00.009601,-88.959,17.63,-106.589
6,2025-06-09 03:56:14.9568,-88.978,17.64,-106.618
6,2025-06-09 03:56:29.990399,-89.002,17.66,-106.662
6,2025-06-09 03:56:45.024,-89.008,17.66,-106.668
6,2025-06-09 03:56:59.9712,-89.015,17.68,-106.695
6,2025-06-09 03:57:15.0048,-89.044,17.7,-106.744
6,2025-06-09 03:57:30.0384,-89.04,17.72,-106.76
6,2025-06-09 03:57:44.9856,-89.055,17.73,-106.785
6,2025-06-09 03:58:00.0192,-89.065,17.73,-106.795
6,2025-06-09 03:58:14.9664,-89.078,17.75,-106.828
6,2025-06-09 03:58:30,-89.098,17.76,-106.858
6,2025-06-09 03:58:45.0336,-89.114,17.78,-106.894
6,2025-06-09 03:58:59.980801,-89.123,17.81,-106.933
6,2025-06-09 03:59:15.0144,-89.142,17.83,-106.972
6,2025-06-09 03:59:29.9616,-89.152,17.83,-106.982
6,2025-06-09 03:59:44.9952,-89.138,17.86,-106.998
6,2025-06-09 04:00:00.0288,-89.154,17.86,-107.014
6,2025-06-09 04:00:14.976,-89.159,17.88,-107.039
6,2025-06-09 04:00:30.0096,-89.176,17.91,-107.086
6,2025-06-09 04:00:45.0432,-89.201,17.92,-107.121
6,2025-06-09 04:00:59.9904,-89.198,17.93,-107.128
6,2025-06-09 04:01:15.024,-89.196,17.94,-107.136
6,2025-06-09 04:01:29.9712,-89.192,17.95,-107.142
6,2025-06-09 04:01:45.0048,-89.201,17.98,-107.181
6,2025-06-09 04:02:00.038401,-89.216,17.99,-107.206
6,2025-06-09 04:02:14.9856,-89.219,18.01,-107.229
6,2025-06-09 04:02:30.0192,-89.226,18.01,-107.236
6,2025-06-09 04:02:44.9664,-89.253,18.02,-107.273
6,2025-06-09 04:03:00,-89.241,18.05,-107.291
6,2025-06-09 04:03:15.0336,-89.249,18.06,-107.309
6,2025-06-09 04:03:29.9808,-89.244,18.07,-107.314
6,2025-06-09 04:03:45.0144,-89.254,18.08,-107.334
6,2025-06-09 04:03:59.9616,-89.251,18.1,-107.351
6,2025-06-09 04:04:14.9952,-89.256,18.12,-107.376
6,2025-06-09 04:04:30.0288,-89.242,18.14,-107.382
6,2025-06-09 04:04:44.976,-89.246,18.13,-107.376
6,2025-06-09 04:05:00.0096,-89.27,18.16,-107.43
6,2025-06-09 04:05:14.9568,-89.25,18.17,-107.42
6,2025-06-09 04:05:29.9904,-89.271,18.19,-107.461
6,2025-06-09 04:05:45.024,-89.281,18.19,-107.471
6,2025-06-09 04:05:59.9712,-89.281,18.21,-107.491
6,2025-06-09 04:06:15.0048,-89.278,18.22,-107.498
6,2025-06-09 04:06:30.0384,-89.282,18.24,-107.522
6,2025-06-09 04:06:44.9856,-89.272,18.25,-107.522
6,2025-06-09 04:07:00.0192,-89.296,18.26,-107.556
6,2025-06-09 04:07:14.9664,-89.313,18.27,-107.583
6,2025-06-09 04:07:30,-89.317,18.28,-107.597
6,2025-06-09 04:07:45.0336,-89.321,18.3,-107.621
6,2025-06-09 04:07:59.9808,-89.328,18.31,-107.638
6,2025-06-09 04:08:15.0144,-89.331,18.32,-107.651
6,2025-06-09 04:08:29.9616,-89.347,18.35,-107.697
6,2025-06-09 04:08:44.9952,-89.352,18.35,-107.702
6,2025-06-09 04:09:00.0288,-89.362,18.36,-107.722
6,2025-06-09 04:09:14.976,-89.38,18.37,-107.75
6,2025-06-09 04:09:30.0096,-89.379,18.38,-107.759
6,2025-06-09 04:09:45.0432,-89.398,18.39,-107.788
6,2025-06-09 04:09:59.9904,-89.399,18.4,-107.799
6,2025-06-09 04:10:15.024,-89.398,18.41,-107.808
6,2025-06-09 04:10:29.9712,-89.398,18.43,-107.828
6,2025-06-09 04:10:45.0048,-89.411,18.43,-107.841
6,2025-06-09 04:11:00.0384,-89.419,18.45,-107.869
6,2025-06-09 04:11:14.9856,-89.41,18.45,-107.86
6,2025-06-09 04:11:30.0192,-89.419,18.46,-107.879
6,2025-06-09 04:11:44.9664,-89.426,18.47,-107.896
6,2025-06-09 04:12:00,-89.417,18.48,-107.897
6,2025-06-09 04:12:15.0336,-89.431,18.48,-107.911
6,2025-06-09 04:12:29.9808,-89.443,18.49,-107.933
6,2025-06-09 04:12:45.0144,-89.426,18.5,-107.926
6,2025-06-09 04:12:59.961599,-89.418,18.52,-107.938
6,2025-06-09 04:13:14.9952,-89.427,18.52,-107.947
6,2025-06-09 04:13:30.0288,-89.421,18.54,-107.961
6,2025-06-09 04:13:44.976,-89.437,18.55,-107.987
6,2025-06-09 04:14:00.0096,-89.461,18.56,-108.021
6,2025-06-09 04:14:14.9568,-89.443,18.58,-108.023
6,2025-06-09 04:14:29.9904,-89.452,18.58,-108.032
6,2025-06-09 04:14:45.024,-89.439,18.6,-108.039
6,2025-06-09 04:14:59.9712,-89.443,18.6,-108.043
6,2025-06-09 04:15:15.0048,-89.433,18.62,-108.053
6,2025-06-09 04:15:30.0384,-89.457,18.62,-108.077
6,2025-06-09 04:15:44.9856,-89.473,18.64,-108.113
6,2025-06-09 04:16:00.019199,-89.475,18.65,-108.125
6,2025-06-09 04:16:14.9664,-89.474,18.66,-108.134
6,2025-06-09 04:16:30,-89.49,18.67,-108.16
6,2025-06-09 04:16:45.0336,-89.466,18.68,-108.146
6,2025-06-09 04:16:59.9808,-89.458,18.69,-108.148
6,2025-06-09 04:17:15.0144,-89.448,18.7,-108.148
6,2025-06-09 04:17:29.9616,-89.466,18.71,-108.176
6,2025-06-09 04:17:44.9952,-89.478,18.73,-108.208
6,2025-06-09 04:18:00.0288,-89.479,18.74,-108.219
6,2025-06-09 04:18:14.976,-89.475,18.74,-108.215
6,2025-06-09 04:18:30.009601,-89.467,18.76,-108.227
6,2025-06-09 04:18:45.0432,-89.465,18.77,-108.235
6,2025-06-09 04:18:59.990399,-89.468,18.79,-108.258
6,2025-06-09 04:19:15.024,-89.46,18.79,-108.25
6,2025-06-09 04:19:29.9712,-89.459,18.82,-108.279
6,2025-06-09 04:19:45.0048,-89.445,18.82,-108.265
6,2025-06-09 04:20:00.0384,-89.449,18.83,-108.279
6,2025-06-09 04:20:14.9856,-89.455,18.84,-108.295
6,2025-06-09 04:20:30.0192,-89.437,18.85,-108.287
6,2025-06-09 04:20:44.9664,-89.448,18.86,-108.308
6,2025-06-09 04:21:00,-89.43,18.88,-108.31
6,2025-06-09 04:21:15.0336,-89.422,18.87,-108.292
6,2025-06-09 04:21:29.980801,-89.405,18.89,-108.295
6,2025-06-09 04:21:45.0144,-89.412,18.9,-108.312
6,2025-06-09 04:21:59.9616,-89.403,18.91,-108.313
6,2025-06-09 04:22:14.9952,-89.399,18.92,-108.319
6,2025-06-09 04:22:30.0288,-89.395,18.93,-108.325
6,2025-06-09 04:22:44.976,-89.389,18.95,-108.339
6,2025-06-09 04:23:00.0096,-89.39,18.95,-108.34
6,2025-06-09 04:23:15.0432,-89.393,18.97,-108.363
6,2025-06-09 04:23:29.9904,-89.381,18.98,-108.361
6,2025-06-09 04:23:45.024,-89.366,18.98,-108.346
6,2025-06-09 04:23:59.9712,-89.355,19,-108.355
6,2025-06-09 04:24:15.0048,-89.352,19.01,-108.362
6,2025-06-09 04:24:30.038401,-89.344,19.01,-108.354
6,2025-06-09 04:24:44.9856,-89.348,19.03,-108.378
6,2025-06-09 04:25:00.0192,-89.347,19.04,-108.387
6,2025-06-09 04:25:14.9664,-89.356,19.06,-108.416
6,2025-06-09 04:25:30,-89.337,19.06,-108.397
6,2025-06-09 04:25:45.0336,-89.327,19.08,-108.407
6,2025-06-09 04:25:59.9808,-89.321,19.08,-108.401
6,2025-06-09 04:26:15.0144,-89.315,19.11,-108.425
6,2025-06-09 04:26:29.9616,-89.307,19.11,-108.417
6,2025-06-09 04:26:44.9952,-89.306,19.12,-108.426
6,2025-06-09 04:27:00.0288,-89.315,19.13,-108.445
6,2025-06-09 04:27:14.976,-89.31,19.15,-108.46
6,2025-06-09 04:27:30.0096,-89.303,19.15,-108.453
6,2025-06-09 04:27:44.9568,-89.293,19.16,-108.453
6,2025-06-09 04:27:59.9904,-89.283,19.16,-108.443
6,2025-06-09 04:28:15.024,-89.288,19.16,-108.448
6,2025-06-09 04:28:29.9712,-89.286,19.19,-108.476
6,2025-06-09 04:28:45.0048,-89.282,19.2,-108.482
6,2025-06-09 04:29:00.0384,-89.278,19.19,-108.468
6,2025-06-09 04:29:14.9856,-89.273,19.21,-108.483
6,2025-06-09 04:29:30.0192,-89.26,19.21,-108.47
6,2025-06-09 04:29:44.9664,-89.256,19.23,-108.486
6,2025-06-09 04:30:00,-89.251,19.24,-108.491
6,2025-06-09 04:30:15.0336,-89.253,19.24,-108.493
6,2025-06-09 04:30:29.9808,-89.246,19.25,-108.496
6,2025-06-09 04:30:45.0144,-89.26,19.27,-108.53
6,2025-06-09 04:30:59.9616,-89.245,19.26,-108.505
6,2025-06-09 04:31:14.9952,-89.229,19.28,-108.509
6,2025-06-09 04:31:30.0288,-89.245,19.28,-108.525
6,2025-06-09 04:31:44.976,-89.232,19.29,-108.522
6,2025-06-09 04:32:00.0096,-89.236,19.29,-108.526
6,2025-06-09 04:32:15.0432,-89.213,19.29,-108.503
6,2025-06-09 04:32:29.9904,-89.223,19.31,-108.533
6,2025-06-09 04:32:45.024,-89.217,19.32,-108.537
6,2025-06-09 04:32:59.9712,-89.211,19.32,-108.531
6,2025-06-09 04:33:15.0048,-89.204,19.33,-108.534
6,2025-06-09 04:33:30.0384,-89.199,19.34,-108.539
6,2025-06-09 04:33:44.9856,-89.171,19.36,-108.531
6,2025-06-09 04:34:00.0192,-89.187,19.38,-108.567
6,2025-06-09 04:34:14.9664,-89.175,19.37,-108.545
6,2025-06-09 04:34:30,-89.167,19.38,-108.547
6,2025-06-09 04:34:45.0336,-89.154,19.38,-108.534
6,2025-06-09 04:34:59.9808,-89.153,19.4,-108.553
6,2025-06-09 04:35:15.0144,-89.144,19.4,-108.544
6,2025-06-09 04:35:29.961599,-89.132,19.4,-108.532
6,2025-06-09 04:35:44.9952,-89.127,19.4,-108.527
6,2025-06-09 04:36:00.0288,-89.117,19.42,-108.537
6,2025-06-09 04:36:14.976,-89.111,19.41,-108.521
6,2025-06-09 04:36:30.0096,-89.117,19.42,-108.537
6,2025-06-09 04:36:44.9568,-89.107,19.43,-108.537
6,2025-06-09 04:36:59.9904,-89.1,19.44,-108.54
6,2025-06-09 04:37:15.024,-89.088,19.45,-108.538
6,2025-06-09 04:37:29.9712,-89.097,19.44,-108.537
6,2025-06-09 04:37:45.0048,-89.084,19.46,-108.544
6,2025-06-09 04:38:00.0384,-89.072,19.46,-108.532
6,2025-06-09 04:38:14.9856,-89.073,19.47,-108.543
6,2025-06-09 04:38:30.019199,-89.068,19.47,-108.538
6,2025-06-09 04:38:44.9664,-89.053,19.48,-108.533
6,2025-06-09 04:39:00,-89.066,19.48,-108.546
6,2025-06-09 04:39:15.0336,-89.046,19.49,-108.536
6,2025-06-09 04:39:29.9808,-89.029,19.5,-108.529
6,2025-06-09 04:39:45.0144,-89.021,19.5,-108.521
6,2025-06-09 04:39:59.9616,-89.027,19.52,-108.547
6,2025-06-09 04:40:14.9952,-89.016,19.52,-108.536
6,2025-06-09 04:40:30.0288,-89.002,19.5,-108.502
6,2025-06-09 04:40:44.976,-89.007,19.53,-108.537
6,2025-06-09 04:41:00.009601,-88.995,19.53,-108.525
6,2025-06-09 04:41:14.9568,-88.984,19.52,-108.504
6,2025-06-09 04:41:29.990399,-88.977,19.53,-108.507
6,2025-06-09 04:41:45.024,-88.954,19.55,-108.504
6,2025-06-09 04:41:59.9712,-88.957,19.55,-108.507
6,2025-06-09 04:42:15.0048,-88.941,19.55,-108.491
6,2025-06-09 04:42:30.0384,-88.932,19.56,-108.492
6,2025-06-09 04:42:44.9856,-88.927,19.56,-108.487
6,2025-06-09 04:43:00.0192,-88.92,19.57,-108.49
6,2025-06-09 04:43:14.9664,-88.901,19.58,-108.481
6,2025-06-09 04:43:30,-88.899,19.59,-108.489
6,2025-06-09 04:43:45.0336,-88.881,19.6,-108.481
6,2025-06-09 04:43:59.980801,-88.866,19.59,-108.456
6,2025-06-09 04:44:15.0144,-88.845,19.61,-108.455
6,2025-06-09 04:44:29.9616,-88.829,19.61,-108.439
6,2025-06-09 04:44:44.9952,-88.821,19.62,-108.441
6,2025-06-09 04:45:00.0288,-88.809,19.62,-108.429
6,2025-06-09 04:45:14.976,-88.801,19.63,-108.431
6,2025-06-09 04:45:30.0096,-88.775,19.65,-108.425
6,2025-06-09 04:45:45.0432,-88.773,19.65,-108.423
6,2025-06-09 04:45:59.9904,-88.751,19.66,-108.411
6,2025-06-09 04:46:15.024,-88.744,19.68,-108.424
6,2025-06-09 04:46:29.9712,-88.716,19.69,-108.406
6,2025-06-09 04:46:45.0048,-88.707,19.69,-108.397
6,2025-06-09 04:47:00.038401,-88.676,19.71,-108.386
6,2025-06-09 04:47:14.9856,-88.655,19.71,-108.365
6,2025-06-09 04:47:30.0192,-88.656,19.73,-108.386
6,2025-06-09 04:47:44.9664,-88.636,19.73,-108.366
6,2025-06-09 04:48:00,-88.621,19.74,-108.361
6,2025-06-09 04:48:15.0336,-88.605,19.75,-108.355
6,2025-06-09 04:48:29.9808,-88.591,19.74,-108.331
6,2025-06-09 04:48:45.0144,-88.564,19.76,-108.324
6,2025-06-09 04:48:59.9616,-88.562,19.76,-108.322
6,2025-06-09 04:49:14.9952,-88.545,19.77,-108.315
6,2025-06-09 04:49:30.0288,-88.547,19.77,-108.317
6,2025-06-09 04:49:44.976,-88.526,19.78,-108.306
6,2025-06-09 04:50:00.0096,-88.519,19.79,-108.309
6,2025-06-09 04:50:14.9568,-88.522,19.78,-108.302
6,2025-06-09 04:50:29.9904,-88.501,19.78,-108.281
6,2025-06-09 04:50:45.024,-88.492,19.78,-108.272
6,2025-06-09 04:50:59.9712,-88.473,19.79,-108.263
6,2025-06-09 04:51:15.0048,-88.47,19.8,-108.27
6,2025-06-09 04:51:30.0384,-88.451,19.8,-108.251
6,2025-06-09 04:51:44.9856,-88.434,19.81,-108.244
6,2025-06-09 04:52:00.0192,-88.414,19.8,-108.214
6,2025-06-09 04:52:14.9664,-88.417,19.81,-108.227
6,2025-06-09 04:52:30,-88.39,19.81,-108.2
6,2025-06-09 04:52:45.0336,-88.388,19.8,-108.188
6,2025-06-09 04:52:59.9808,-88.372,19.81,-108.182
6,2025-06-09 04:53:15.0144,-88.36,19.82,-108.18
6,2025-06-09 04:53:29.9616,-88.346,19.82,-108.166
6,2025-06-09 04:53:44.9952,-88.328,19.82,-108.148
6,2025-06-09 04:54:00.0288,-88.306,19.82,-108.126
6,2025-06-09 04:54:14.976,-88.293,19.84,-108.133
6,2025-06-09 04:54:30.0096,-88.272,19.83,-108.102
6,2025-06-09 04:54:45.0432,-88.266,19.83,-108.096
6,2025-06-09 04:54:59.9904,-88.248,19.83,-108.078
6,2025-06-09 04:55:15.024,-88.247,19.84,-108.087
6,2025-06-09 04:55:29.9712,-88.221,19.84,-108.061
6,2025-06-09 04:55:45.0048,-88.215,19.84,-108.055
6,2025-06-09 04:56:00.0384,-88.188,19.84,-108.028
6,2025-06-09 04:56:14.9856,-88.176,19.83,-108.006
6,2025-06-09 04:56:30.0192,-88.155,19.83,-107.985
6,2025-06-09 04:56:44.9664,-88.15,19.81,-107.96
6,2025-06-09 04:57:00,-88.137,19.8,-107.937
6,2025-06-09 04:57:15.0336,-88.114,19.8,-107.914
6,2025-06-09 04:57:29.9808,-88.097,19.8,-107.897
6,2025-06-09 04:57:45.0144,-88.076,19.8,-107.876
6,2025-06-09 04:57:59.961599,-88.054,19.79,-107.844
6,2025-06-09 04:58:14.9952,-88.044,19.79,-107.834
6,2025-06-09 04:58:30.0288,-88.033,19.77,-107.803
6,2025-06-09 04:58:44.976,-88.022,19.77,-107.792
6,2025-06-09 04:59:00.0096,-87.998,19.76,-107.758
6,2025-06-09 04:59:14.9568,-87.982,19.76,-107.742
6,2025-06-09 04:59:29.9904,-87.982,19.75,-107.732
6,2025-06-09 04:59:45.024,-87.949,19.75,-107.699
6,2025-06-09 04:59:59.9712,-87.932,19.75,-107.682
6,2025-06-09 05:00:15.0048,-87.92,19.74,-107.66
6,2025-06-09 05:00:30.0384,-87.898,19.75,-107.648
6,2025-06-09 05:00:44.9856,-87.879,19.74,-107.619
6,2025-06-09 05:01:00.019199,-87.875,19.73,-107.605
6,2025-06-09 05:01:14.9664,-87.849,19.73,-107.579
6,2025-06-09 05:01:30,-87.835,19.72,-107.555
6,2025-06-09 05:01:45.0336,-87.82,19.72,-107.54
6,2025-06-09 05:01:59.9808,-87.788,19.72,-107.508
6,2025-06-09 05:02:15.0144,-87.781,19.71,-107.491
6,2025-06-09 05:02:29.9616,-87.762,19.7,-107.462
6,2025-06-09 05:02:44.9952,-87.739,19.69,-107.429
6,2025-06-09 05:03:00.0288,-87.735,19.7,-107.435
6,2025-06-09 05:03:14.976,-87.709,19.68,-107.389
6,2025-06-09 05:03:30.009601,-87.685,19.69,-107.375
6,2025-06-09 05:03:45.0432,-87.66,19.68,-107.34
6,2025-06-09 05:03:59.990399,-87.65,19.68,-107.33
6,2025-06-09 05:04:15.024,-87.628,19.68,-107.308
6,2025-06-09 05:04:29.9712,-87.612,19.67,-107.282
6,2025-06-09 05:04:45.0048,-87.583,19.67,-107.253
6,2025-06-09 05:05:00.0384,-87.582,19.68,-107.262
6,2025-06-09 05:05:14.9856,-87.574,19.68,-107.254
6,2025-06-09 05:05:30.0192,-87.526,19.68,-107.206
6,2025-06-09 05:05:44.9664,-87.51,19.68,-107.19
6,2025-06-09 05:06:00,-87.491,19.67,-107.161
6,2025-06-09 05:06:15.0336,-87.486,19.66,-107.146
6,2025-06-09 05:06:29.980801,-87.458,19.67,-107.128
6,2025-06-09 05:06:45.0144,-87.426,19.66,-107.086
6,2025-06-09 05:06:59.9616,-87.396,19.66,-107.056
6,2025-06-09 05:07:14.9952,-87.385,19.66,-107.045
6,2025-06-09 05:07:30.0288,-87.364,19.65,-107.014
6,2025-06-09 05:07:44.976,-87.346,19.65,-106.996
6,2025-06-09 05:08:00.0096,-87.33,19.64,-106.97
6,2025-06-09 05:08:15.0432,-87.299,19.64,-106.939
6,2025-06-09 05:08:29.9904,-87.29,19.63,-106.92
6,2025-06-09 05:08:45.024,-87.254,19.62,-106.874
6,2025-06-09 05:08:59.9712,-87.256,19.64,-106.896
6,2025-06-09 05:09:15.0048,-87.219,19.62,-106.839
6,2025-06-09 05:09:30.038401,-87.196,19.63,-106.826
6,2025-06-09 05:09:44.9856,-87.171,19.61,-106.781
6,2025-06-09 05:10:00.0192,-87.138,19.62,-106.758
6,2025-06-09 05:10:14.9664,-87.133,19.61,-106.743
6,2025-06-09 05:10:30,-87.091,19.6,-106.691
6,2025-06-09 05:10:45.0336,-87.073,19.59,-106.663
6,2025-06-09 05:10:59.9808,-87.047,19.6,-106.647
6,2025-06-09 05:11:15.0144,-87.021,19.61,-106.631
6,2025-06-09 05:11:29.9616,-87,19.6,-106.6
6,2025-06-09 05:11:44.9952,-86.981,19.6,-106.581
6,2025-06-09 05:12:00.0288,-86.949,19.6,-106.549
6,2025-06-09 05:12:14.976,-86.92,19.6,-106.52
6,2025-06-09 05:12:30.0096,-86.903,19.6,-106.503
6,2025-06-09 05:12:44.9568,-86.87,19.59,-106.46
6,2025-06-09 05:12:59.9904,-86.833,19.58,-106.413
6,2025-06-09 05:13:15.024,-86.81,19.59,-106.4
6,2025-06-09 05:13:29.9712,-86.787,19.59,-106.377
6,2025-06-09 05:13:45.0048,-86.747,19.59,-106.337
6,2025-06-09 05:14:00.0384,-86.719,19.59,-106.309
6,2025-06-09 05:14:14.9856,-86.704,19.59,-106.294
6,2025-06-09 05:14:30.0192,-86.655,19.6,-106.255
6,2025-06-09 05:14:44.9664,-86.619,19.59,-106.209
6,2025-06-09 05:15:00,-86.6,19.57,-106.17
6,2025-06-09 05:15:15.0336,-86.565,19.58,-106.145
6,2025-06-09 05:15:29.9808,-86.528,19.58,-106.108
6,2025-06-09 05:15:45.0144,-86.49,19.57,-106.06
6,2025-06-09 05:15:59.9616,-86.46,19.57,-106.03
6,2025-06-09 05:16:14.9952,-86.425,19.58,-106.005
6,2025-06-09 05:16:30.0288,-86.377,19.58,-105.957
6,2025-06-09 05:16:44.976,-86.361,19.58,-105.941
6,2025-06-09 05:17:00.0096,-86.34,19.58,-105.92
6,2025-06-09 05:17:15.0432,-86.29,19.58,-105.87
6,2025-06-09 05:17:29.9904,-86.278,19.58,-105.858
6,2025-06-09 05:17:45.024,-86.248,19.59,-105.838
6,2025-06-09 05:17:59.9712,-86.229,19.59,-105.819
6,2025-06-09 05:18:15.0048,-86.199,19.6,-105.799
6,2025-06-09 05:18:30.0384,-86.174,19.59,-105.764
6,2025-06-09 05:18:44.9856,-86.14,19.6,-105.74
6,2025-06-09 05:19:00.0192,-86.111,19.6,-105.711
6,2025-06-09 05:19:14.9664,-86.081,19.61,-105.691
6,2025-06-09 05:19:30,-86.048,19.62,-105.668
6,2025-06-09 05:19:45.0336,-86.018,19.63,-105.648
6,2025-06-09 05:19:59.9808,-85.984,19.63,-105.614
6,2025-06-09 05:20:15.0144,-85.952,19.65,-105.602
6,2025-06-09 05:20:29.961599,-85.917,19.66,-105.577
6,2025-06-09 05:20:44.9952,-85.876,19.66,-105.536
6,2025-06-09 05:21:00.0288,-85.833,19.67,-105.503
6,2025-06-09 05:21:14.976,-85.795,19.69,-105.485
6,2025-06-09 05:21:30.0096,-85.768,19.69,-105.458
6,2025-06-09 05:21:44.9568,-85.725,19.69,-105.415
6,2025-06-09 05:21:59.9904,-85.685,19.71,-105.395
6,2025-06-09 05:22:15.024,-85.652,19.72,-105.372
6,2025-06-09 05:22:29.9712,-85.601,19.73,-105.331
6,2025-06-09 05:22:45.0048,-85.561,19.74,-105.301
6,2025-06-09 05:23:00.0384,-85.551,19.76,-105.311
6,2025-06-09 05:23:14.9856,-85.497,19.77,-105.267
6,2025-06-09 05:23:30.019199,-85.477,19.78,-105.257
6,2025-06-09 05:23:44.9664,-85.413,19.77,-105.183
6,2025-06-09 05:24:00,-85.376,19.78,-105.156
6,2025-06-09 05:24:15.0336,-85.36,19.79,-105.15
6,2025-06-09 05:24:29.9808,-85.333,19.79,-105.123
6,2025-06-09 05:24:45.0144,-85.309,19.81,-105.119
6,2025-06-09 05:24:59.9616,-85.254,19.8,-105.054
6,2025-06-09 05:25:14.9952,-85.224,19.81,-105.034
6,2025-06-09 05:25:30.0288,-85.181,19.83,-105.011
6,2025-06-09 05:25:44.976,-85.136,19.84,-104.976
6,2025-06-09 05:26:00.009601,-85.086,19.84,-104.926
6,2025-06-09 05:26:14.9568,-85.049,19.85,-104.899
6,2025-06-09 05:26:29.990399,-85.009,19.88,-104.889
6,2025-06-09 05:26:45.024,-84.957,19.9,-104.857
6,2025-06-09 05:26:59.9712,-84.917,19.9,-104.817
6,2025-06-09 05:27:15.0048,-84.862,19.93,-104.792
6,2025-06-09 05:27:30.0384,-84.816,19.93,-104.746
6,2025-06-09 05:27:44.9856,-84.791,19.95,-104.741
6,2025-06-09 05:28:00.0192,-84.74,19.96,-104.7
6,2025-06-09 05:28:14.9664,-84.699,19.98,-104.679
6,2025-06-09 05:28:30,-84.679,19.99,-104.669
6,2025-06-09 05:28:45.0336,-84.608,20.01,-104.618
6,2025-06-09 05:28:59.980801,-84.573,20.01,-104.583
6,2025-06-09 05:29:15.0144,-84.531,20.03,-104.561
6,2025-06-09 05:29:29.9616,-84.487,20.03,-104.517
6,2025-06-09 05:29:44.9952,-84.424,20.05,-104.474
6,2025-06-09 05:30:00.0288,-84.401,20.06,-104.461
6,2025-06-09 05:30:14.976,-84.341,20.05,-104.391
6,2025-06-09 05:30:30.0096,-84.308,20.05,-104.358
6,2025-06-09 05:30:45.0432,-84.248,20.05,-104.298
6,2025-06-09 05:30:59.9904,-84.206,20.05,-104.256
6,2025-06-09 05:31:15.024,-84.161,20.05,-104.211
6,2025-06-09 05:31:29.9712,-84.114,20.06,-104.174
6,2025-06-09 05:31:45.0048,-84.062,20.07,-104.132
6,2025-06-09 05:32:00.038401,-84.014,20.07,-104.084
6,2025-06-09 05:32:14.9856,-83.976,20.07,-104.046
6,2025-06-09 05:32:30.0192,-83.9,20.08,-103.98
6,2025-06-09 05:32:44.9664,-83.863,20.08,-103.943
6,2025-06-09 05:33:00,-83.812,20.08,-103.892
6,2025-06-09 05:33:15.0336,-83.767,20.09,-103.857
6,2025-06-09 05:33:29.9808,-83.721,20.08,-103.801
6,2025-06-09 05:33:45.0144,-83.654,20.08,-103.734
6,2025-06-09 05:33:59.9616,-83.606,20.07,-103.676
6,2025-06-09 05:34:14.9952,-83.545,20.08,-103.625
6,2025-06-09 05:34:30.0288,-83.5,20.08,-103.58
6,2025-06-09 05:34:44.976,-83.449,20.09,-103.539
6,2025-06-09 05:35:00.0096,-83.383,20.09,-103.473
6,2025-06-09 05:35:14.9568,-83.326,20.08,-103.406
6,2025-06-09 05:35:29.9904,-83.28,20.09,-103.37
6,2025-06-09 05:35:45.024,-83.224,20.08,-103.304
6,2025-06-09 05:35:59.9712,-83.188,20.08,-103.268
6,2025-06-09 05:36:15.0048,-83.126,20.09,-103.216
6,2025-06-09 05:36:30.0384,-83.039,20.09,-103.129
6,2025-06-09 05:36:44.9856,-83.006,20.1,-103.106
6,2025-06-09 05:37:00.0192,-82.948,20.09,-103.038
6,2025-06-09 05:37:14.9664,-82.895,20.08,-102.975
6,2025-06-09 05:37:30,-82.841,20.1,-102.941
6,2025-06-09 05:37:45.0336,-82.79,20.1,-102.89
6,2025-06-09 05:37:59.9808,-82.723,20.1,-102.823
6,2025-06-09 05:38:15.0144,-82.691,20.12,-102.811
6,2025-06-09 05:38:29.9616,-82.63,20.12,-102.75
6,2025-06-09 05:38:44.9952,-82.562,20.12,-102.682
6,2025-06-09 05:39:00.0288,-82.532,20.13,-102.662
6,2025-06-09 05:39:14.976,-82.471,20.14,-102.611
6,2025-06-09 05:39:30.0096,-82.426,20.14,-102.566
