"PRN","datetime","Vtec_tecsuite","Vtec_TECGPS","r_t"
1,2025-06-09,-71.66,17.3,-88.96
1,2025-06-09 00:00:15.0336,-71.685,17.27,-88.955
1,2025-06-09 00:00:29.9808,-71.741,17.27,-89.011
1,2025-06-09 00:00:45.0144,-71.783,17.25,-89.033
1,2025-06-09 00:00:59.9616,-71.807,17.27,-89.077
1,2025-06-09 00:01:14.9952,-71.858,17.25,-89.108
1,2025-06-09 00:01:30.0288,-71.894,17.24,-89.134
1,2025-06-09 00:01:44.976,-71.954,17.25,-89.204
1,2025-06-09 00:02:00.0096,-71.96,17.26,-89.22
1,2025-06-09 00:02:15.0432,-71.999,17.25,-89.249
1,2025-06-09 00:02:29.9904,-72.043,17.24,-89.283
1,2025-06-09 00:02:45.024,-72.083,17.22,-89.303
1,2025-06-09 00:02:59.9712,-72.11,17.24,-89.35
1,2025-06-09 00:03:15.0048,-72.17,17.24,-89.41
1,2025-06-09 00:03:30.0384,-72.191,17.25,-89.441
1,2025-06-09 00:03:44.9856,-72.234,17.22,-89.454
1,2025-06-09 00:04:00.0192,-72.276,17.23,-89.506
1,2025-06-09 00:04:14.9664,-72.309,17.24,-89.549
1,2025-06-09 00:04:30,-72.343,17.25,-89.593
1,2025-06-09 00:04:45.0336,-72.376,17.24,-89.616
1,2025-06-09 00:04:59.9808,-72.413,17.23,-89.643
1,2025-06-09 00:05:15.0144,-72.449,17.24,-89.689
1,2025-06-09 00:05:29.961599,-72.496,17.23,-89.726
1,2025-06-09 00:05:44.9952,-72.511,17.21,-89.721
1,2025-06-09 00:06:00.0288,-72.559,17.23,-89.789
1,2025-06-09 00:06:14.976,-72.596,17.24,-89.836
1,2025-06-09 00:06:30.0096,-72.628,17.23,-89.858
1,2025-06-09 00:06:44.9568,-72.658,17.21,-89.868
1,2025-06-09 00:06:59.9904,-72.682,17.2,-89.882
1,2025-06-09 00:07:15.024,-72.716,17.18,-89.896
1,2025-06-09 00:07:29.9712,-72.743,17.21,-89.953
1,2025-06-09 00:07:45.0048,-72.787,17.17,-89.957
1,2025-06-09 00:08:00.0384,-72.808,17.19,-89.998
1,2025-06-09 00:08:14.9856,-72.844,17.16,-90.004
1,2025-06-09 00:08:30.019199,-72.881,17.16,-90.041
1,2025-06-09 00:08:44.9664,-72.912,17.18,-90.092
1,2025-06-09 00:09:00,-72.945,17.17,-90.115
1,2025-06-09 00:09:15.0336,-72.978,17.17,-90.148
1,2025-06-09 00:09:29.9808,-73.013,17.15,-90.163
1,2025-06-09 00:09:45.0144,-73.029,17.17,-90.199
1,2025-06-09 00:09:59.9616,-73.066,17.18,-90.246
1,2025-06-09 00:10:14.9952,-73.104,17.16,-90.264
1,2025-06-09 00:10:30.0288,-73.136,17.16,-90.296
1,2025-06-09 00:10:44.976,-73.163,17.15,-90.313
1,2025-06-09 00:11:00.009601,-73.199,17.16,-90.359
1,2025-06-09 00:11:14.9568,-73.224,17.15,-90.374
1,2025-06-09 00:11:29.990399,-73.27,17.16,-90.43
1,2025-06-09 00:11:45.024,-73.303,17.14,-90.443
1,2025-06-09 00:11:59.9712,-73.328,17.15,-90.478
1,2025-06-09 00:12:15.0048,-73.357,17.15,-90.507
1,2025-06-09 00:12:30.0384,-73.397,17.16,-90.557
1,2025-06-09 00:12:44.9856,-73.422,17.16,-90.582
1,2025-06-09 00:13:00.0192,-73.444,17.15,-90.594
1,2025-06-09 00:13:14.9664,-73.454,17.15,-90.604
1,2025-06-09 00:13:30,-73.486,17.16,-90.646
1,2025-06-09 00:13:45.0336,-73.519,17.13,-90.649
1,2025-06-09 00:13:59.980801,-73.55,17.15,-90.7
1,2025-06-09 00:14:15.0144,-73.581,17.14,-90.721
1,2025-06-09 00:14:29.9616,-73.623,17.14,-90.763
1,2025-06-09 00:14:44.9952,-73.643,17.15,-90.793
1,2025-06-09 00:15:00.0288,-73.664,17.14,-90.804
1,2025-06-09 00:15:14.976,-73.712,17.15,-90.862
1,2025-06-09 00:15:30.0096,-73.73,17.15,-90.88
1,2025-06-09 00:15:45.0432,-73.764,17.14,-90.904
1,2025-06-09 00:15:59.9904,-73.783,17.14,-90.923
1,2025-06-09 00:16:15.024,-73.83,17.13,-90.96
1,2025-06-09 00:16:29.9712,-73.86,17.11,-90.97
1,2025-06-09 00:16:45.0048,-73.873,17.13,-91.003
1,2025-06-09 00:17:00.038401,-73.92,17.12,-91.04
1,2025-06-09 00:17:14.9856,-73.943,17.12,-91.063
1,2025-06-09 00:17:30.0192,-73.968,17.12,-91.088
1,2025-06-09 00:17:44.9664,-73.983,17.12,-91.103
1,2025-06-09 00:18:00,-74.016,17.11,-91.126
1,2025-06-09 00:18:15.0336,-74.039,17.08,-91.119
1,2025-06-09 00:18:29.9808,-74.062,17.08,-91.142
1,2025-06-09 00:18:45.0144,-74.074,17.08,-91.154
1,2025-06-09 00:18:59.9616,-74.093,17.09,-91.183
1,2025-06-09 00:19:14.9952,-74.124,17.08,-91.204
1,2025-06-09 00:19:30.0288,-74.151,17.11,-91.261
1,2025-06-09 00:19:44.976,-74.179,17.08,-91.259
1,2025-06-09 00:20:00.0096,-74.215,17.08,-91.295
1,2025-06-09 00:20:14.9568,-74.239,17.07,-91.309
1,2025-06-09 00:20:29.9904,-74.277,17.08,-91.357
1,2025-06-09 00:20:45.024,-74.299,17.07,-91.369
1,2025-06-09 00:20:59.9712,-74.326,17.05,-91.376
1,2025-06-09 00:21:15.0048,-74.359,17.09,-91.449
1,2025-06-09 00:21:30.0384,-74.39,17.07,-91.46
1,2025-06-09 00:21:44.9856,-74.418,17.06,-91.478
1,2025-06-09 00:22:00.0192,-74.431,17.05,-91.481
1,2025-06-09 00:22:14.9664,-74.469,17.08,-91.549
1,2025-06-09 00:22:30,-74.507,17.06,-91.567
1,2025-06-09 00:22:45.0336,-74.527,17.07,-91.597
1,2025-06-09 00:22:59.9808,-74.561,17.07,-91.631
1,2025-06-09 00:23:15.0144,-74.583,17.06,-91.643
1,2025-06-09 00:23:29.9616,-74.607,17.08,-91.687
1,2025-06-09 00:23:44.9952,-74.626,17.07,-91.696
1,2025-06-09 00:24:00.0288,-74.659,17.07,-91.729
1,2025-06-09 00:24:14.976,-74.692,17.07,-91.762
1,2025-06-09 00:24:30.0096,-74.718,17.07,-91.788
1,2025-06-09 00:24:45.0432,-74.729,17.06,-91.789
1,2025-06-09 00:24:59.9904,-74.759,17.05,-91.809
1,2025-06-09 00:25:15.024,-74.786,17.07,-91.856
1,2025-06-09 00:25:29.9712,-74.808,17.06,-91.868
1,2025-06-09 00:25:45.0048,-74.831,17.07,-91.901
1,2025-06-09 00:26:00.0384,-74.844,17.06,-91.904
1,2025-06-09 00:26:14.9856,-74.868,17.06,-91.928
1,2025-06-09 00:26:30.0192,-74.884,17.06,-91.944
1,2025-06-09 00:26:44.9664,-74.918,17.07,-91.988
1,2025-06-09 00:27:00,-74.926,17.07,-91.996
1,2025-06-09 00:27:15.0336,-74.966,17.07,-92.036
1,2025-06-09 00:27:29.9808,-74.968,17.09,-92.058
1,2025-06-09 00:27:45.0144,-74.991,17.06,-92.051
1,2025-06-09 00:27:59.961599,-75.016,17.07,-92.086
1,2025-06-09 00:28:14.9952,-75.042,17.09,-92.132
1,2025-06-09 00:28:30.0288,-75.056,17.09,-92.146
1,2025-06-09 00:28:44.976,-75.074,17.07,-92.144
1,2025-06-09 00:29:00.0096,-75.112,17.06,-92.172
1,2025-06-09 00:29:14.9568,-75.126,17.07,-92.196
1,2025-06-09 00:29:29.9904,-75.148,17.09,-92.238
1,2025-06-09 00:29:45.024,-75.169,17.08,-92.249
1,2025-06-09 00:29:59.9712,-75.19,17.07,-92.26
1,2025-06-09 00:30:15.0048,-75.206,17.09,-92.296
1,2025-06-09 00:30:30.0384,-75.223,17.09,-92.313
1,2025-06-09 00:30:44.9856,-75.247,17.09,-92.337
1,2025-06-09 00:31:00.019199,-75.267,17.07,-92.337
1,2025-06-09 00:31:14.9664,-75.291,17.07,-92.361
1,2025-06-09 00:31:30,-75.312,17.07,-92.382
1,2025-06-09 00:31:45.0336,-75.329,17.09,-92.419
1,2025-06-09 00:31:59.9808,-75.349,17.06,-92.409
1,2025-06-09 00:32:15.0144,-75.37,17.06,-92.43
1,2025-06-09 00:32:29.9616,-75.388,17.07,-92.458
1,2025-06-09 00:32:44.9952,-75.405,17.07,-92.475
1,2025-06-09 00:33:00.0288,-75.43,17.05,-92.48
1,2025-06-09 00:33:14.976,-75.449,17.05,-92.499
1,2025-06-09 00:33:30.009601,-75.469,17.05,-92.519
1,2025-06-09 00:33:45.0432,-75.478,17.05,-92.528
1,2025-06-09 00:33:59.990399,-75.503,17.07,-92.573
1,2025-06-09 00:34:15.024,-75.524,17.04,-92.564
1,2025-06-09 00:34:29.9712,-75.538,17.05,-92.588
1,2025-06-09 00:34:45.0048,-75.572,17.05,-92.622
1,2025-06-09 00:35:00.0384,-75.567,17.03,-92.597
1,2025-06-09 00:35:14.9856,-75.6,17.05,-92.65
1,2025-06-09 00:35:30.0192,-75.622,17.05,-92.672
1,2025-06-09 00:35:44.9664,-75.633,17.03,-92.663
1,2025-06-09 00:36:00,-75.651,17.03,-92.681
1,2025-06-09 00:36:15.0336,-75.678,17.03,-92.708
1,2025-06-09 00:36:29.980801,-75.7,17.03,-92.73
1,2025-06-09 00:36:45.0144,-75.715,17.02,-92.735
1,2025-06-09 00:36:59.9616,-75.726,17.03,-92.756
1,2025-06-09 00:37:14.9952,-75.752,17.02,-92.772
1,2025-06-09 00:37:30.0288,-75.767,17.04,-92.807
1,2025-06-09 00:37:44.976,-75.785,17.01,-92.795
1,2025-06-09 00:38:00.0096,-75.801,17.02,-92.821
1,2025-06-09 00:38:15.0432,-75.823,17.02,-92.843
1,2025-06-09 00:38:29.9904,-75.847,17.01,-92.857
1,2025-06-09 00:38:45.024,-75.86,17.01,-92.87
1,2025-06-09 00:38:59.9712,-75.873,17.01,-92.883
1,2025-06-09 00:39:15.0048,-75.886,17.02,-92.906
1,2025-06-09 00:39:30.038401,-75.897,16.99,-92.887
1,2025-06-09 00:39:44.9856,-75.917,17.01,-92.927
1,2025-06-09 00:40:00.0192,-75.937,16.98,-92.917
1,2025-06-09 00:40:14.9664,-75.957,17.01,-92.967
1,2025-06-09 00:40:30,-75.972,17,-92.972
1,2025-06-09 00:40:45.0336,-75.994,17,-92.994
1,2025-06-09 00:40:59.9808,-76.002,16.99,-92.992
1,2025-06-09 00:41:15.0144,-76.03,16.97,-93
1,2025-06-09 00:41:29.9616,-76.048,16.98,-93.028
1,2025-06-09 00:41:44.9952,-76.067,16.98,-93.047
1,2025-06-09 00:42:00.0288,-76.09,16.98,-93.07
1,2025-06-09 00:42:14.976,-76.103,16.97,-93.073
1,2025-06-09 00:42:30.0096,-76.121,16.97,-93.091
1,2025-06-09 00:42:44.9568,-76.141,16.94,-93.081
1,2025-06-09 00:42:59.9904,-76.158,16.95,-93.108
1,2025-06-09 00:43:15.024,-76.184,16.97,-93.154
1,2025-06-09 00:43:29.9712,-76.196,16.97,-93.166
1,2025-06-09 00:43:45.0048,-76.216,16.96,-93.176
1,2025-06-09 00:44:00.0384,-76.234,16.96,-93.194
1,2025-06-09 00:44:14.9856,-76.255,16.94,-93.195
1,2025-06-09 00:44:30.0192,-76.279,16.95,-93.229
1,2025-06-09 00:44:44.9664,-76.279,16.96,-93.239
1,2025-06-09 00:45:00,-76.303,16.95,-93.253
1,2025-06-09 00:45:15.0336,-76.321,16.96,-93.281
1,2025-06-09 00:45:29.9808,-76.353,16.95,-93.303
1,2025-06-09 00:45:45.0144,-76.356,16.93,-93.286
1,2025-06-09 00:45:59.9616,-76.379,16.92,-93.299
1,2025-06-09 00:46:14.9952,-76.399,16.93,-93.329
1,2025-06-09 00:46:30.0288,-76.404,16.91,-93.314
1,2025-06-09 00:46:44.976,-76.434,16.92,-93.354
1,2025-06-09 00:47:00.0096,-76.45,16.93,-93.38
1,2025-06-09 00:47:15.0432,-76.464,16.95,-93.414
1,2025-06-09 00:47:29.9904,-76.487,16.94,-93.427
1,2025-06-09 00:47:45.024,-76.506,16.92,-93.426
1,2025-06-09 00:47:59.9712,-76.525,16.93,-93.455
1,2025-06-09 00:48:15.0048,-76.543,16.92,-93.463
1,2025-06-09 00:48:30.0384,-76.544,16.92,-93.464
1,2025-06-09 00:48:44.9856,-76.576,16.92,-93.496
1,2025-06-09 00:49:00.0192,-76.595,16.92,-93.515
1,2025-06-09 00:49:14.9664,-76.605,16.94,-93.545
1,2025-06-09 00:49:30,-76.606,16.92,-93.526
1,2025-06-09 00:49:45.0336,-76.637,16.93,-93.567
1,2025-06-09 00:49:59.9808,-76.645,16.91,-93.555
1,2025-06-09 00:50:15.0144,-76.659,16.93,-93.589
1,2025-06-09 00:50:29.961599,-76.681,16.93,-93.611
1,2025-06-09 00:50:44.9952,-76.692,16.94,-93.632
1,2025-06-09 00:51:00.0288,-76.717,16.91,-93.627
1,2025-06-09 00:51:14.976,-76.726,16.91,-93.636
1,2025-06-09 00:51:30.0096,-76.745,16.9,-93.645
1,2025-06-09 00:51:44.9568,-76.753,16.88,-93.633
1,2025-06-09 00:51:59.9904,-76.771,16.88,-93.651
1,2025-06-09 00:52:15.024,-76.809,16.89,-93.699
1,2025-06-09 00:52:29.9712,-76.815,16.87,-93.685
1,2025-06-09 00:52:45.0048,-76.836,16.87,-93.706
1,2025-06-09 00:53:00.0384,-76.847,16.87,-93.717
1,2025-06-09 00:53:14.9856,-76.865,16.88,-93.745
1,2025-06-09 00:53:30.019199,-76.889,16.88,-93.769
1,2025-06-09 00:53:44.9664,-76.895,16.86,-93.755
1,2025-06-09 00:54:00,-76.917,16.87,-93.787
1,2025-06-09 00:54:15.0336,-76.926,16.87,-93.796
1,2025-06-09 00:54:29.9808,-76.943,16.86,-93.803
1,2025-06-09 00:54:45.0144,-76.966,16.87,-93.836
1,2025-06-09 00:54:59.9616,-76.985,16.87,-93.855
1,2025-06-09 00:55:14.9952,-76.999,16.84,-93.839
1,2025-06-09 00:55:30.0288,-77.009,16.84,-93.849
1,2025-06-09 00:55:44.976,-77.021,16.82,-93.841
1,2025-06-09 00:56:00.009601,-77.033,16.85,-93.883
1,2025-06-09 00:56:14.9568,-77.054,16.83,-93.884
1,2025-06-09 00:56:29.990399,-77.07,16.85,-93.92
1,2025-06-09 00:56:45.024,-77.081,16.85,-93.931
1,2025-06-09 00:56:59.9712,-77.105,16.86,-93.965
1,2025-06-09 00:57:15.0048,-77.115,16.84,-93.955
1,2025-06-09 00:57:30.0384,-77.127,16.83,-93.957
1,2025-06-09 00:57:44.9856,-77.139,16.84,-93.979
1,2025-06-09 00:58:00.0192,-77.153,16.84,-93.993
1,2025-06-09 00:58:14.9664,-77.171,16.81,-93.981
1,2025-06-09 00:58:30,-77.185,16.83,-94.015
1,2025-06-09 00:58:45.0336,-77.194,16.83,-94.024
1,2025-06-09 00:58:59.980801,-77.222,16.82,-94.042
1,2025-06-09 00:59:15.0144,-77.223,16.81,-94.033
1,2025-06-09 00:59:29.9616,-77.24,16.82,-94.06
1,2025-06-09 00:59:44.9952,-77.259,16.82,-94.079
1,2025-06-09 01:00:00.0288,-77.261,16.81,-94.071
1,2025-06-09 01:00:14.976,-77.277,16.81,-94.087
1,2025-06-09 01:00:30.0096,-77.296,16.83,-94.126
1,2025-06-09 01:00:45.0432,-77.3,16.81,-94.11
1,2025-06-09 01:00:59.9904,-77.326,16.78,-94.106
1,2025-06-09 01:01:15.024,-77.328,16.8,-94.128
1,2025-06-09 01:01:29.9712,-77.357,16.8,-94.157
1,2025-06-09 01:01:45.0048,-77.363,16.8,-94.163
1,2025-06-09 01:02:00.038401,-77.381,16.8,-94.181
1,2025-06-09 01:02:14.9856,-77.393,16.81,-94.203
1,2025-06-09 01:02:30.0192,-77.403,16.79,-94.193
1,2025-06-09 01:02:44.9664,-77.424,16.82,-94.244
1,2025-06-09 01:03:00,-77.425,16.8,-94.225
1,2025-06-09 01:03:15.0336,-77.441,16.82,-94.261
1,2025-06-09 01:03:29.9808,-77.448,16.82,-94.268
1,2025-06-09 01:03:45.0144,-77.462,16.81,-94.272
1,2025-06-09 01:03:59.9616,-77.473,16.83,-94.303
1,2025-06-09 01:04:14.9952,-77.494,16.82,-94.314
1,2025-06-09 01:04:30.0288,-77.499,16.82,-94.319
1,2025-06-09 01:04:44.976,-77.5,16.82,-94.32
1,2025-06-09 01:05:00.0096,-77.536,16.82,-94.356
1,2025-06-09 01:05:14.9568,-77.543,16.81,-94.353
1,2025-06-09 01:05:29.9904,-77.545,16.82,-94.365
1,2025-06-09 01:05:45.024,-77.561,16.82,-94.381
1,2025-06-09 01:05:59.9712,-77.572,16.84,-94.412
1,2025-06-09 01:06:15.0048,-77.581,16.81,-94.391
1,2025-06-09 01:06:30.0384,-77.586,16.83,-94.416
1,2025-06-09 01:06:44.9856,-77.608,16.83,-94.438
1,2025-06-09 01:07:00.0192,-77.61,16.81,-94.42
1,2025-06-09 01:07:14.9664,-77.622,16.82,-94.442
1,2025-06-09 01:07:30,-77.625,16.83,-94.455
1,2025-06-09 01:07:45.0336,-77.631,16.83,-94.461
1,2025-06-09 01:07:59.9808,-77.649,16.83,-94.479
1,2025-06-09 01:08:15.0144,-77.666,16.84,-94.506
1,2025-06-09 01:08:29.9616,-77.674,16.83,-94.504
1,2025-06-09 01:08:44.9952,-77.681,16.82,-94.501
1,2025-06-09 01:09:00.0288,-77.697,16.83,-94.527
1,2025-06-09 01:09:14.976,-77.7,16.84,-94.54
1,2025-06-09 01:09:30.0096,-77.718,16.85,-94.568
1,2025-06-09 01:09:45.0432,-77.719,16.85,-94.569
1,2025-06-09 01:09:59.9904,-77.737,16.85,-94.587
1,2025-06-09 01:10:15.024,-77.743,16.84,-94.583
1,2025-06-09 01:10:29.9712,-77.749,16.84,-94.589
1,2025-06-09 01:10:45.0048,-77.755,16.85,-94.605
1,2025-06-09 01:11:00.0384,-77.783,16.85,-94.633
1,2025-06-09 01:11:14.9856,-77.775,16.84,-94.615
1,2025-06-09 01:11:30.0192,-77.789,16.85,-94.639
1,2025-06-09 01:11:44.9664,-77.794,16.85,-94.644
1,2025-06-09 01:12:00,-77.802,16.85,-94.652
1,2025-06-09 01:12:15.0336,-77.803,16.85,-94.653
1,2025-06-09 01:12:29.9808,-77.805,16.86,-94.665
1,2025-06-09 01:12:45.0144,-77.807,16.85,-94.657
1,2025-06-09 01:12:59.961599,-77.814,16.86,-94.674
1,2025-06-09 01:13:14.9952,-77.816,16.86,-94.676
1,2025-06-09 01:13:30.0288,-77.834,16.86,-94.694
1,2025-06-09 01:13:44.976,-77.841,16.86,-94.701
1,2025-06-09 01:14:00.0096,-77.842,16.86,-94.702
1,2025-06-09 01:14:14.9568,-77.848,16.86,-94.708
1,2025-06-09 01:14:29.9904,-77.872,16.87,-94.742
1,2025-06-09 01:14:45.024,-77.863,16.86,-94.723
1,2025-06-09 01:14:59.9712,-77.878,16.87,-94.748
1,2025-06-09 01:15:15.0048,-77.873,16.88,-94.753
1,2025-06-09 01:15:30.0384,-77.898,16.87,-94.768
1,2025-06-09 01:15:44.9856,-77.898,16.88,-94.778
1,2025-06-09 01:16:00.019199,-77.901,16.88,-94.781
1,2025-06-09 01:16:14.9664,-77.906,16.89,-94.796
1,2025-06-09 01:16:30,-77.921,16.88,-94.801
1,2025-06-09 01:16:45.0336,-77.922,16.89,-94.812
1,2025-06-09 01:16:59.9808,-77.932,16.9,-94.832
1,2025-06-09 01:17:15.0144,-77.934,16.9,-94.834
1,2025-06-09 01:17:29.9616,-77.94,16.89,-94.83
1,2025-06-09 01:17:44.9952,-77.938,16.9,-94.838
1,2025-06-09 01:18:00.0288,-77.945,16.9,-94.845
1,2025-06-09 01:18:14.976,-77.948,16.9,-94.848
1,2025-06-09 01:18:30.009601,-77.951,16.9,-94.851
1,2025-06-09 01:18:45.0432,-77.955,16.91,-94.865
1,2025-06-09 01:18:59.990399,-77.964,16.9,-94.864
1,2025-06-09 01:19:15.024,-77.971,16.92,-94.891
1,2025-06-09 01:19:29.9712,-77.965,16.91,-94.875
1,2025-06-09 01:19:45.0048,-77.971,16.9,-94.871
1,2025-06-09 01:20:00.0384,-77.989,16.91,-94.899
1,2025-06-09 01:20:14.9856,-77.982,16.91,-94.892
1,2025-06-09 01:20:30.0192,-77.986,16.91,-94.896
1,2025-06-09 01:20:44.9664,-77.988,16.9,-94.888
1,2025-06-09 01:21:00,-77.981,16.88,-94.861
1,2025-06-09 01:21:15.0336,-77.977,16.9,-94.877
1,2025-06-09 01:21:29.980801,-77.979,16.91,-94.889
1,2025-06-09 01:21:45.0144,-77.969,16.88,-94.849
1,2025-06-09 01:21:59.9616,-77.974,16.89,-94.864
1,2025-06-09 01:22:14.9952,-77.979,16.89,-94.869
1,2025-06-09 01:22:30.0288,-77.993,16.9,-94.893
1,2025-06-09 01:22:44.976,-77.989,16.89,-94.879
1,2025-06-09 01:23:00.0096,-77.991,16.89,-94.881
1,2025-06-09 01:23:15.0432,-77.999,16.88,-94.879
1,2025-06-09 01:23:29.9904,-77.992,16.88,-94.872
1,2025-06-09 01:23:45.024,-77.995,16.88,-94.875
1,2025-06-09 01:23:59.9712,-77.988,16.88,-94.868
1,2025-06-09 01:24:15.0048,-77.991,16.89,-94.881
1,2025-06-09 01:24:30.038401,-77.987,16.9,-94.887
1,2025-06-09 01:24:44.9856,-77.985,16.9,-94.885
1,2025-06-09 01:25:00.0192,-77.984,16.9,-94.884
1,2025-06-09 01:25:14.9664,-77.989,16.9,-94.889
1,2025-06-09 01:25:30,-77.988,16.91,-94.898
1,2025-06-09 01:25:45.0336,-77.994,16.9,-94.894
1,2025-06-09 01:25:59.9808,-77.982,16.91,-94.892
1,2025-06-09 01:26:15.0144,-77.986,16.93,-94.916
1,2025-06-09 01:26:29.9616,-77.994,16.91,-94.904
1,2025-06-09 01:26:44.9952,-77.994,16.91,-94.904
1,2025-06-09 01:27:00.0288,-77.995,16.92,-94.915
1,2025-06-09 01:27:14.976,-78.007,16.92,-94.927
1,2025-06-09 01:27:30.0096,-77.999,16.94,-94.939
1,2025-06-09 01:27:44.9568,-77.997,16.95,-94.947
1,2025-06-09 01:27:59.9904,-77.998,16.95,-94.948
1,2025-06-09 01:28:15.024,-77.993,16.94,-94.933
1,2025-06-09 01:28:29.9712,-78.008,16.94,-94.948
1,2025-06-09 01:28:45.0048,-77.992,16.94,-94.932
1,2025-06-09 01:29:00.0384,-77.989,16.95,-94.939
1,2025-06-09 01:29:14.9856,-77.989,16.95,-94.939
1,2025-06-09 01:29:30.0192,-77.988,16.94,-94.928
1,2025-06-09 01:29:44.9664,-77.979,16.97,-94.949
1,2025-06-09 01:30:00,-77.979,16.97,-94.949
1,2025-06-09 01:30:15.0336,-77.981,16.98,-94.961
1,2025-06-09 01:30:29.9808,-77.983,16.97,-94.953
1,2025-06-09 01:30:45.0144,-77.978,16.97,-94.948
1,2025-06-09 01:30:59.9616,-77.975,16.98,-94.955
1,2025-06-09 01:31:14.9952,-77.963,16.98,-94.943
1,2025-06-09 01:31:30.0288,-77.959,16.99,-94.949
1,2025-06-09 01:31:44.976,-77.957,16.99,-94.947
1,2025-06-09 01:32:00.0096,-77.951,16.99,-94.941
1,2025-06-09 01:32:15.0432,-77.952,16.98,-94.932
1,2025-06-09 01:32:29.9904,-77.956,17,-94.956
1,2025-06-09 01:32:45.024,-77.946,16.99,-94.936
1,2025-06-09 01:32:59.9712,-77.951,16.98,-94.931
1,2025-06-09 01:33:15.0048,-77.948,16.98,-94.928
1,2025-06-09 01:33:30.0384,-77.959,16.99,-94.949
1,2025-06-09 01:33:44.9856,-77.93,16.99,-94.92
1,2025-06-09 01:34:00.0192,-77.936,17,-94.936
1,2025-06-09 01:34:14.9664,-77.94,17.03,-94.97
1,2025-06-09 01:34:30,-77.929,17.04,-94.969
1,2025-06-09 01:34:45.0336,-77.942,17.05,-94.992
1,2025-06-09 01:34:59.9808,-77.943,17.06,-95.003
1,2025-06-09 01:35:15.0144,-77.939,17.07,-95.009
1,2025-06-09 01:35:29.961599,-77.927,17.08,-95.007
1,2025-06-09 01:35:44.9952,-77.928,17.09,-95.018
1,2025-06-09 01:36:00.0288,-77.928,17.09,-95.018
1,2025-06-09 01:36:14.976,-77.923,17.08,-95.003
1,2025-06-09 01:36:30.0096,-77.926,17.07,-94.996
1,2025-06-09 01:36:44.9568,-77.929,17.07,-94.999
1,2025-06-09 01:36:59.9904,-77.928,17.07,-94.998
1,2025-06-09 01:37:15.024,-77.927,17.08,-95.007
1,2025-06-09 01:37:29.9712,-77.93,17.08,-95.01
1,2025-06-09 01:37:45.0048,-77.918,17.1,-95.018
1,2025-06-09 01:38:00.0384,-77.922,17.12,-95.042
1,2025-06-09 01:38:14.9856,-77.918,17.12,-95.038
1,2025-06-09 01:38:30.019199,-77.9,17.14,-95.04
1,2025-06-09 01:38:44.9664,-77.899,17.12,-95.019
1,2025-06-09 01:39:00,-77.888,17.13,-95.018
1,2025-06-09 01:39:15.0336,-77.888,17.15,-95.038
1,2025-06-09 01:39:29.9808,-77.869,17.19,-95.059
1,2025-06-09 01:39:45.0144,-77.861,17.18,-95.041
1,2025-06-09 01:39:59.9616,-77.857,17.2,-95.057
1,2025-06-09 01:40:14.9952,-77.861,17.21,-95.071
1,2025-06-09 01:40:30.0288,-77.857,17.2,-95.057
1,2025-06-09 01:40:44.976,-77.846,17.2,-95.046
1,2025-06-09 01:41:00.009601,-77.844,17.22,-95.064
1,2025-06-09 01:41:14.9568,-77.823,17.23,-95.053
1,2025-06-09 01:41:29.990399,-77.808,17.21,-95.018
1,2025-06-09 01:41:45.024,-77.804,17.22,-95.024
1,2025-06-09 01:41:59.9712,-77.809,17.26,-95.069
1,2025-06-09 01:42:15.0048,-77.81,17.26,-95.07
1,2025-06-09 01:42:30.0384,-77.796,17.27,-95.066
1,2025-06-09 01:42:44.9856,-77.795,17.28,-95.075
1,2025-06-09 01:43:00.0192,-77.784,17.28,-95.064
1,2025-06-09 01:43:14.9664,-77.761,17.29,-95.051
1,2025-06-09 01:43:30,-77.75,17.3,-95.05
1,2025-06-09 01:43:45.0336,-77.757,17.28,-95.037
1,2025-06-09 01:43:59.980801,-77.772,17.28,-95.052
1,2025-06-09 01:44:15.0144,-77.76,17.3,-95.06
1,2025-06-09 01:44:29.9616,-77.741,17.29,-95.031
1,2025-06-09 01:44:44.9952,-77.761,17.28,-95.041
1,2025-06-09 01:45:00.0288,-77.727,17.3,-95.027
1,2025-06-09 01:45:14.976,-77.709,17.3,-95.009
1,2025-06-09 01:45:30.0096,-77.701,17.3,-95.001
1,2025-06-09 01:45:45.0432,-77.704,17.31,-95.014
1,2025-06-09 01:45:59.9904,-77.701,17.3,-95.001
1,2025-06-09 01:46:15.024,-77.697,17.28,-94.977
1,2025-06-09 01:46:29.9712,-77.696,17.3,-94.996
1,2025-06-09 01:46:45.0048,-77.693,17.3,-94.993
1,2025-06-09 01:47:00.038401,-77.691,17.31,-95.001
1,2025-06-09 01:47:14.9856,-77.683,17.3,-94.983
1,2025-06-09 01:47:30.0192,-77.67,17.31,-94.98
1,2025-06-09 01:47:44.9664,-77.663,17.32,-94.983
1,2025-06-09 01:48:00,-77.649,17.32,-94.969
1,2025-06-09 01:48:15.0336,-77.66,17.34,-95
1,2025-06-09 01:48:29.9808,-77.638,17.33,-94.968
1,2025-06-09 01:48:45.0144,-77.642,17.33,-94.972
1,2025-06-09 01:48:59.9616,-77.635,17.35,-94.985
1,2025-06-09 01:49:14.9952,-77.618,17.35,-94.968
1,2025-06-09 01:49:30.0288,-77.617,17.35,-94.967
1,2025-06-09 01:49:44.976,-77.603,17.34,-94.943
